run_id,text_id,detector,detector_version,pass_number,pass_date,scanned_at,presentation_order,run_status,score_field,score,displayed_score,displayed_label,error_code,error_detail,raw_response,ground_truth,genre,stress_type,word_count,ai_word_pct,source,created,document_classification,prob_human,prob_mixed,prob_ai,predicted_class,confidence_category,average_generated_prob
R161,C010,GPTZero,4.9b,2,2026-08-28,2026-08-28T15:37:26,70,ok,class_probability_ai,0.8585,AI_ONLY (85.9% ai),AI_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""AI_ONLY"", ""class_probabilities"": {""ai"": 0.8585, ""mixed"": 0.1315, ""human"": 0.01}, ""predicted_class"": ""ai"", ""confidence_category"": ""high"", ""average_generated_prob"": 0.8796, ""scanned_at"": ""2026-08-28T15:37:26"", ""status"": ""ok""}",AI,Blog / opinion,,443,100,"Claude 4 Sonnet, opinion column prompt",2026-08-09,AI_ONLY,0.01,0.1315,0.8585,ai,high,0.8796
R162,C082,GPTZero,4.9b,2,2026-08-28,2026-08-28T15:38:21,71,ok,class_probability_ai,0.2195,HUMAN_ONLY (54.3% human),HUMAN_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""HUMAN_ONLY"", ""class_probabilities"": {""ai"": 0.2195, ""mixed"": 0.2374, ""human"": 0.5431}, ""predicted_class"": ""human"", ""confidence_category"": ""medium"", ""average_generated_prob"": 0.4249, ""scanned_at"": ""2026-08-28T15:38:21"", ""status"": ""ok""}",Human,Technical how-to,Technical,562,0,NIST SP 800-63-3 section 5 prose (public domain U.S. government),2017-06-22,HUMAN_ONLY,0.5431,0.2374,0.2195,human,medium,0.4249
R163,C021,GPTZero,4.9b,2,2026-08-28,2026-08-28T15:39:50,72,ok,class_probability_ai,0.853,AI_ONLY (85.3% ai),AI_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""AI_ONLY"", ""class_probabilities"": {""ai"": 0.853, ""mixed"": 0.1379, ""human"": 0.0091}, ""predicted_class"": ""ai"", ""confidence_category"": ""high"", ""average_generated_prob"": 0.8621, ""scanned_at"": ""2026-08-28T15:39:50"", ""status"": ""ok""}",AI,Marketing copy,,502,100,"GPT-4o, landing-page prompt",2026-07-19,AI_ONLY,0.0091,0.1379,0.853,ai,high,0.8621
R164,C004,GPTZero,4.9b,2,2026-08-28,2026-08-28T15:41:37,73,ok,class_probability_ai,0.7298,AI_ONLY (73.0% ai),AI_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""AI_ONLY"", ""class_probabilities"": {""ai"": 0.7298, ""mixed"": 0.2375, ""human"": 0.0327}, ""predicted_class"": ""ai"", ""confidence_category"": ""medium"", ""average_generated_prob"": 0.8191, ""scanned_at"": ""2026-08-28T15:41:37"", ""status"": ""ok""}",AI,Academic essay,,899,100,Llama 3.3 70B via Together endpoint,2026-07-27,AI_ONLY,0.0327,0.2375,0.7298,ai,medium,0.8191
R165,C034,GPTZero,4.9b,2,2026-08-28,2026-08-28T15:43:30,74,ok,class_probability_ai,0.1358,HUMAN_ONLY (68.9% human),HUMAN_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""HUMAN_ONLY"", ""class_probabilities"": {""ai"": 0.1358, ""mixed"": 0.175, ""human"": 0.6892}, ""predicted_class"": ""human"", ""confidence_category"": ""medium"", ""average_generated_prob"": 0.2439, ""scanned_at"": ""2026-08-28T15:43:30"", ""status"": ""ok""}",Human,News article,,557,0,"Reuters special report, California wildfire season",2018-11-27,HUMAN_ONLY,0.6892,0.175,0.1358,human,medium,0.2439
R166,C085,GPTZero,4.9b,2,2026-08-28,2026-08-28T15:44:53,75,ok,class_probability_ai,0.411,AI_ONLY (41.1% ai),AI_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""AI_ONLY"", ""class_probabilities"": {""ai"": 0.411, ""mixed"": 0.2103, ""human"": 0.3787}, ""predicted_class"": ""ai"", ""confidence_category"": ""low"", ""average_generated_prob"": 0.4875, ""scanned_at"": ""2026-08-28T15:44:53"", ""status"": ""ok""}",Human,Business / professional,Grammar-heavy,551,0,"Insurance policy definitions section, ISO HO-3 2011",2011-09-01,AI_ONLY,0.3787,0.2103,0.411,ai,low,0.4875
R167,C013,GPTZero,4.9b,2,2026-08-28,2026-08-28T15:46:50,76,ok,class_probability_ai,0.5794,AI_ONLY (57.9% ai),AI_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""AI_ONLY"", ""class_probabilities"": {""ai"": 0.5794, ""mixed"": 0.413, ""human"": 0.0076}, ""predicted_class"": ""ai"", ""confidence_category"": ""medium"", ""average_generated_prob"": 0.8064, ""scanned_at"": ""2026-08-28T15:46:50"", ""status"": ""ok""}",AI,Creative fiction,,967,100,"GPT-4o, short-story prompt",2026-08-13,AI_ONLY,0.0076,0.413,0.5794,ai,medium,0.8064
R168,C079,GPTZero,4.9b,2,2026-08-28,2026-08-28T15:48:05,77,ok,class_probability_ai,0.3918,MIXED (42.1% mixed),MIXED,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""MIXED"", ""class_probabilities"": {""ai"": 0.3918, ""mixed"": 0.4212, ""human"": 0.187}, ""predicted_class"": ""mixed"", ""confidence_category"": ""low"", ""average_generated_prob"": 0.6328, ""scanned_at"": ""2026-08-28T15:48:05"", ""status"": ""ok""}",Human,Blog / opinion,Templated,322,0,"Grant-report narrative template, state arts board",2011-10-19,MIXED,0.187,0.4212,0.3918,mixed,low,0.6328
R169,C043,GPTZero,4.9b,2,2026-08-28,2026-08-28T15:49:58,78,ok,class_probability_ai,0.1454,HUMAN_ONLY (62.6% human),HUMAN_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""HUMAN_ONLY"", ""class_probabilities"": {""ai"": 0.1454, ""mixed"": 0.2285, ""human"": 0.6261}, ""predicted_class"": ""human"", ""confidence_category"": ""medium"", ""average_generated_prob"": 0.2838, ""scanned_at"": ""2026-08-28T15:49:58"", ""status"": ""ok""}",Human,Business / professional,,777,0,"Client closeout letter, Pratt & Keene LLP",2016-12-08,HUMAN_ONLY,0.6261,0.2285,0.1454,human,medium,0.2838
R170,C064,GPTZero,4.9b,2,2026-08-28,2026-08-28T15:50:54,79,ok,class_probability_ai,0.3192,MIXED (67.1% mixed),MIXED,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""MIXED"", ""class_probabilities"": {""ai"": 0.3192, ""mixed"": 0.6711, ""human"": 0.0097}, ""predicted_class"": ""mixed"", ""confidence_category"": ""medium"", ""average_generated_prob"": 0.6607, ""scanned_at"": ""2026-08-28T15:50:54"", ""status"": ""ok""}",Hybrid,Business / professional,,802,75,2017 vendor RFP response + Gemini 2.0 Flash replacements (75%),2026-08-18,MIXED,0.0097,0.6711,0.3192,mixed,medium,0.6607
R171,C046,GPTZero,4.9b,2,2026-08-28,2026-08-28T15:51:49,80,ok,class_probability_ai,0.2067,HUMAN_ONLY (64.9% human),HUMAN_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""HUMAN_ONLY"", ""class_probabilities"": {""ai"": 0.2067, ""mixed"": 0.1441, ""human"": 0.6492}, ""predicted_class"": ""human"", ""confidence_category"": ""medium"", ""average_generated_prob"": 0.2746, ""scanned_at"": ""2026-08-28T15:51:49"", ""status"": ""ok""}",Human,Marketing copy,,363,0,"Holiday insert, Powell's Books in-store flyer",2017-11-09,HUMAN_ONLY,0.6492,0.1441,0.2067,human,medium,0.2746
R172,C068,GPTZero,4.9b,2,2026-08-28,2026-08-28T15:53:10,81,ok,class_probability_ai,0.4153,MIXED (47.5% mixed),MIXED,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""MIXED"", ""class_probabilities"": {""ai"": 0.4153, ""mixed"": 0.4753, ""human"": 0.1094}, ""predicted_class"": ""mixed"", ""confidence_category"": ""low"", ""average_generated_prob"": 0.6373, ""scanned_at"": ""2026-08-28T15:53:10"", ""status"": ""ok""}",Hybrid,Technical how-to,,790,25,2015 man-page rewrite + Gemini 2.0 Flash replacements (25%),2026-08-14,MIXED,0.1094,0.4753,0.4153,mixed,low,0.6373
R173,C050,GPTZero,4.9b,2,2026-08-28,2026-08-28T15:53:53,82,ok,class_probability_ai,0.2486,HUMAN_ONLY (73.1% human),HUMAN_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""HUMAN_ONLY"", ""class_probabilities"": {""ai"": 0.2486, ""mixed"": 0.02, ""human"": 0.7314}, ""predicted_class"": ""human"", ""confidence_category"": ""medium"", ""average_generated_prob"": 0.3055, ""scanned_at"": ""2026-08-28T15:53:53"", ""status"": ""ok""}",Hybrid,Academic essay,,901,25,1911 Britannica agriculture article + GPT-4o replacements (25% by words),2026-08-12,HUMAN_ONLY,0.7314,0.02,0.2486,human,medium,0.3055
R174,C026,GPTZero,4.9b,2,2026-08-28,2026-08-28T15:54:30,83,ok,class_probability_ai,0.9589,AI_ONLY (95.9% ai),AI_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""AI_ONLY"", ""class_probabilities"": {""ai"": 0.9589, ""mixed"": 0.0216, ""human"": 0.0195}, ""predicted_class"": ""ai"", ""confidence_category"": ""high"", ""average_generated_prob"": 0.9296, ""scanned_at"": ""2026-08-28T15:54:30"", ""status"": ""ok""}",AI,Technical how-to,,561,100,"Claude 4 Sonnet, troubleshooting prompt",2026-08-08,AI_ONLY,0.0195,0.0216,0.9589,ai,high,0.9296
R175,C061,GPTZero,4.9b,2,2026-08-28,2026-08-28T15:55:55,84,ok,class_probability_ai,0.5701,AI_ONLY (57.0% ai),AI_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""AI_ONLY"", ""class_probabilities"": {""ai"": 0.5701, ""mixed"": 0.2508, ""human"": 0.1792}, ""predicted_class"": ""ai"", ""confidence_category"": ""medium"", ""average_generated_prob"": 0.6564, ""scanned_at"": ""2026-08-28T15:55:55"", ""status"": ""ok""}",Hybrid,Creative fiction,,515,75,2018 contest entry + Llama 3.3 70B replacements (75%),2026-08-23,AI_ONLY,0.1792,0.2508,0.5701,ai,medium,0.6564
R176,C052,GPTZero,4.9b,2,2026-08-28,2026-08-28T15:57:55,85,ok,class_probability_ai,0.4052,AI_ONLY (40.5% ai),AI_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""AI_ONLY"", ""class_probabilities"": {""ai"": 0.4052, ""mixed"": 0.2513, ""human"": 0.3434}, ""predicted_class"": ""ai"", ""confidence_category"": ""low"", ""average_generated_prob"": 0.5314, ""scanned_at"": ""2026-08-28T15:57:55"", ""status"": ""ok""}",Hybrid,Academic essay,,501,75,2016 tenure statement + Gemini 2.0 Flash replacements (75%),2026-08-14,AI_ONLY,0.3434,0.2513,0.4052,ai,low,0.5314
R177,C073,GPTZero,4.9b,2,2026-08-28,2026-08-28T15:59:35,86,ok,class_probability_ai,0.4582,MIXED (47.1% mixed),MIXED,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""MIXED"", ""class_probabilities"": {""ai"": 0.4582, ""mixed"": 0.4711, ""human"": 0.0707}, ""predicted_class"": ""mixed"", ""confidence_category"": ""low"", ""average_generated_prob"": 0.7045, ""scanned_at"": ""2026-08-28T15:59:35"", ""status"": ""ok""}",Human,Academic essay,ESL,478,0,"Erasmus application statement, University of Coimbra",2019-01-22,MIXED,0.0707,0.4711,0.4582,mixed,low,0.7045
R178,C036,GPTZero,4.9b,2,2026-08-28,2026-08-28T16:01:16,87,ok,class_probability_ai,0.1399,HUMAN_ONLY (79.2% human),HUMAN_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""HUMAN_ONLY"", ""class_probabilities"": {""ai"": 0.1399, ""mixed"": 0.0683, ""human"": 0.7918}, ""predicted_class"": ""human"", ""confidence_category"": ""high"", ""average_generated_prob"": 0.1821, ""scanned_at"": ""2026-08-28T16:01:16"", ""status"": ""ok""}",Human,Blog / opinion,,854,0,"Heather Havrilesky, Ask Polly column, The Cut",2019-03-06,HUMAN_ONLY,0.7918,0.0683,0.1399,human,high,0.1821
R179,C003,GPTZero,4.9b,2,2026-08-28,2026-08-28T16:02:57,88,ok,class_probability_ai,0.8073,AI_ONLY (80.7% ai),AI_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""AI_ONLY"", ""class_probabilities"": {""ai"": 0.8073, ""mixed"": 0.0951, ""human"": 0.0976}, ""predicted_class"": ""ai"", ""confidence_category"": ""high"", ""average_generated_prob"": 0.9035, ""scanned_at"": ""2026-08-28T16:02:57"", ""status"": ""ok""}",AI,Academic essay,,583,100,"Gemini 2.0 Flash, long-form setting",2026-07-25,AI_ONLY,0.0976,0.0951,0.8073,ai,high,0.9035
R180,C031,GPTZero,4.9b,2,2026-08-28,2026-08-28T16:04:09,89,ok,class_probability_ai,0.1628,HUMAN_ONLY (71.9% human),HUMAN_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""HUMAN_ONLY"", ""class_probabilities"": {""ai"": 0.1628, ""mixed"": 0.1187, ""human"": 0.7185}, ""predicted_class"": ""human"", ""confidence_category"": ""medium"", ""average_generated_prob"": 0.2575, ""scanned_at"": ""2026-08-28T16:04:09"", ""status"": ""ok""}",Human,Academic essay,,730,0,"Jane Addams, Peace and Bread in Time of War, ch. 3",1922-03-15,HUMAN_ONLY,0.7185,0.1187,0.1628,human,medium,0.2575
R181,C040,GPTZero,4.9b,2,2026-08-28,2026-08-28T16:05:03,90,ok,class_probability_ai,0.1749,HUMAN_ONLY (71.2% human),HUMAN_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""HUMAN_ONLY"", ""class_probabilities"": {""ai"": 0.1749, ""mixed"": 0.1133, ""human"": 0.7118}, ""predicted_class"": ""human"", ""confidence_category"": ""medium"", ""average_generated_prob"": 0.2809, ""scanned_at"": ""2026-08-28T16:05:03"", ""status"": ""ok""}",Human,Creative fiction,,405,0,"George Saunders, Tenth of December title story (Random House)",2013-01-08,HUMAN_ONLY,0.7118,0.1133,0.1749,human,medium,0.2809
R182,C008,GPTZero,4.9b,2,2026-08-28,2026-08-28T16:07:04,91,ok,class_probability_ai,0.84,AI_ONLY (84.0% ai),AI_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""AI_ONLY"", ""class_probabilities"": {""ai"": 0.84, ""mixed"": 0.1503, ""human"": 0.0097}, ""predicted_class"": ""ai"", ""confidence_category"": ""high"", ""average_generated_prob"": 0.8609, ""scanned_at"": ""2026-08-28T16:07:04"", ""status"": ""ok""}",AI,News article,,909,100,"Llama 3.3 70B, news brief prompt",2026-08-06,AI_ONLY,0.0097,0.1503,0.84,ai,high,0.8609
